id,pred,y,err
1,0.384285913930624,0.599999999999994,-0.21571408606937
2,0.489269797368772,1.59999999999999,-1.11073020263122
3,4.29775755820689,5.90000000000001,-1.60224244179312
4,0.238536358994721,0.299999999999997,-0.0614636410052763
5,0.0766141791331414,0,0.0766141791331414
6,0.322018204607033,0.5,-0.177981795392967
7,0.126850333253506,0,0.126850333253506
8,1.6671327845496,2.09999999999999,-0.432867215450393
9,0.0580796092999801,0,0.0580796092999801
10,0.401263492788907,0,0.401263492788907
11,5.99262876524771,6,-0.00737123475228607
12,0.869074143422289,0.700000000000003,0.169074143422286
13,0.107060616853203,1.90000000000001,-1.7929393831468
14,0.249691886398898,0,0.249691886398898
15,3.47362783970258,3.40000000000001,0.0736278397025725
16,0.184682321409164,1,-0.815317678590836
17,0.279821500374222,0.299999999999997,-0.0201784996257756
18,0.659587581589215,1.7,-1.04041241841079
19,0.270118563392443,0.299999999999997,-0.0298814366075543
20,0.0840799693927176,1.09999999999999,-1.01592003060728
21,0.0548929426976151,0,0.0548929426976151
22,3.03079406608129,3.3,-0.269205933918705
23,0.116179969722762,0,0.116179969722762
24,0.490271515201404,0.5,-0.009728484798596
25,0.0647289767865661,0,0.0647289767865661
26,2.88641650406206,7.09999999999999,-4.21358349593793
27,0.283560613110198,0.599999999999994,-0.316439386889796
28,1.46126828793627,3.09999999999999,-1.63873171206372
29,0.499755842482969,2.8,-2.30024415751703
30,0.0706289734960585,0,0.0706289734960585
31,0.120234913864017,0,0.120234913864017
32,0.130541595594196,0,0.130541595594196
33,0.0666920705155713,0,0.0666920705155713
34,0.171611666031016,0,0.171611666031016
35,0.0747352318297137,0.900000000000006,-0.825264768170292
36,1.77678511519008,1.7,0.0767851151900756
37,0.11783101199266,0,0.11783101199266
38,0.125432252148555,0.299999999999997,-0.174567747851442
39,0.316150651471683,1.09999999999999,-0.783849348528312
40,0.726256998495885,0.799999999999997,-0.0737430015041119
41,0.143320858112593,0.5,-0.356679141887407
42,0.0945722416533203,0,0.0945722416533203
43,3.04827812895984,1.5,1.54827812895984
44,0.659595573366141,0.799999999999997,-0.140404426633856
45,0.0719280740371489,0,0.0719280740371489
46,1.06141588285318,0.799999999999997,0.261415882853179
47,3.66240057181922,9.3,-5.63759942818077
48,1.67862741662477,3.09999999999999,-1.42137258337523
49,2.595974394416,3.09999999999999,-0.504025605583991
50,1.1629804010961,0.5,0.662980401096097
51,0.0608059271291431,0,0.0608059271291431
52,2.37136156308599,5,-2.62863843691401
